"state_abbr","year","fiscal_year","personal_income","population","taxes_last_year","percent_change_personal_income","percent_change_population","estimated_imbalance","state","gov_party","house_dem_share","senate_dem_share","citizen_ideology","year_of_biennium","ranney_10yrs","change_in_gov_party","change_in_house_dem_share","change_in_senate_dem_share","change_in_citizen_ideology","class","proposal","action"
"HI",2007,2008,0.055,1.3,5.1,8.16,0,420,"Hawaii","Republican",0.843137,0.8,80.4271,"First Year of Biennium",0.68866,"No Change",0.0392156,0,9.58712,"Cigarette and Tobacco Taxes",0,0
"HI",2008,2009,0.055,1.3,5.1,3.77,0,131,"Hawaii","Republican",0.862745,0.84,84.5053,"Second Year of Biennium",0.675466,"No Change",0.0196079,0.04,4.07816,"Cigarette and Tobacco Taxes",0,0
"HI",2009,2010,0.057,1.4,4.7,0,0,57,"Hawaii","Republican",0.882353,0.92,84.0598,"First Year of Biennium",0.662272,"No Change",0.0196078,0.08,-0.44551,"Cigarette and Tobacco Taxes",0,1.17444
"HI",2010,2011,0.059,1.4,4.8,3.64,7.69,126,"Hawaii","Republican",0.882353,0.92,71.0515,"Second Year of Biennium",0.671654,"No Change",0,0,-13.0082,"Cigarette and Tobacco Taxes",0,0.527071
"HI",2011,2012,0.062,1.4,4.9,3.85,-1.65,126,"Hawaii","Democrat",0.843137,0.96,76.6619,"First Year of Biennium",NA,"Change",-0.0392157,0.04,5.61037,"Cigarette and Tobacco Taxes",0,0
"ID",1987,1988,0.014,0.985661,0.83,0,-0.53,3,"Idaho","Democrat",0.238095,0.380952,26.0414,"First Year of Biennium",0.41623,NA,NA,NA,NA,"Cigarette and Tobacco Taxes",0,1.66261
"ID",1988,1989,0.015,0.994422,0.91,8.33,0.07,37,"Idaho","Democrat",0.238095,0.380952,29.3214,"Second Year of Biennium",0.412598,"No Change",0,0,3.28001,"Cigarette and Tobacco Taxes",0,0
"ID",1989,1990,0.016,1,1,15.38,0.89,49,"Idaho","Democrat",0.238095,0.452381,20.9829,"First Year of Biennium",0.408966,"No Change",0,0.0714286,-8.33858,"Cigarette and Tobacco Taxes",0,0
"ID",1990,1991,0.017,1,1.1,6.67,0.56,22,"Idaho","Democrat",0.238095,0.452381,21.9268,"Second Year of Biennium",0.418341,"No Change",0,0,0.94397,"Cigarette and Tobacco Taxes",0,0
"ID",1991,1992,0.018,1.1,1.2,6.25,0,0,"Idaho","Democrat",0.333333,0.5,34.2759,"First Year of Biennium",0.427715,"No Change",0.0952381,0.047619,12.3491,"Cigarette and Tobacco Taxes",0,0
"ID",1992,1993,0.02,1.1,1.4,5.88,10,0,"Idaho","Democrat",0.333333,0.5,40.7253,"Second Year of Biennium",0.431036,"No Change",0,0,6.44936,"Cigarette and Tobacco Taxes",0,0
"ID",1993,1994,0.022,1.1,1.4,11.11,0,28,"Idaho","Democrat",0.285714,0.342857,35.1395,"First Year of Biennium",0.434357,"No Change",-0.047619,-0.157143,-5.58579,"Cigarette and Tobacco Taxes",0,0
"ID",1994,1995,0.023,1.2,1.6,10,0,2,"Idaho","Democrat",0.285714,0.342857,22.9174,"Second Year of Biennium",0.417569,"No Change",0,0,-12.2221,"Cigarette and Tobacco Taxes",0,1.14997
"ID",1995,1996,0.025,1.2,1.7,4.55,9.09,1,"Idaho","Republican",0.185714,0.228571,19.8215,"First Year of Biennium",0.400781,"Change",-0.1,-0.114286,-3.09595,"Cigarette and Tobacco Taxes",0,0
"ID",1996,1997,0.026,1.2,1.9,8.7,0,0,"Idaho","Republican",0.185714,0.228571,20.1246,"Second Year of Biennium",0.379095,"No Change",0,0,0.30313,"Cigarette and Tobacco Taxes",0,0
"ID",1997,1998,0.028,1.3,2,4,0,14,"Idaho","Republican",0.157143,0.142857,13.462,"First Year of Biennium",0.357408,"No Change",-0.0285714,-0.0857143,-6.66264,"Cigarette and Tobacco Taxes",0,0
"ID",1998,1999,0.03,1.3,2.1,7.69,8.33,17,"Idaho","Republican",0.157143,0.142857,30.0422,"Second Year of Biennium",0.329682,"No Change",0,0,16.5803,"Cigarette and Tobacco Taxes",0,0
"ID",1999,2000,0.032,1.3,2.2,7.14,0,8,"Idaho","Republican",0.171429,0.114286,25.2248,"First Year of Biennium",0.301955,"No Change",0.0142857,-0.0285714,-4.81749,"Cigarette and Tobacco Taxes",0,0
"ID",2000,2001,0.034,1.3,2.4,6.67,0,180,"Idaho","Republican",0.171429,0.114286,17.7824,"Second Year of Biennium",0.264437,"No Change",0,0,-7.4424,"Cigarette and Tobacco Taxes",0,0
"ID",2001,2002,0.035,1.3,2.6,6.25,0,0,"Idaho","Republican",0.128571,0.0857143,22.0582,"First Year of Biennium",0.226918,"No Change",-0.0428572,-0.0285714,4.27587,"Cigarette and Tobacco Taxes",0,0
"ID",2002,2003,0.036,1.4,2.3,2.94,0,0,"Idaho","Republican",0.128571,0.0882353,16.4462,"Second Year of Biennium",0.20301,"No Change",0,0.00252101,-5.61201,"Cigarette and Tobacco Taxes",0,0
"ID",2003,2004,0.04,1.4,2.3,2.86,7.69,72,"Idaho","Republican",0.228571,0.2,22.4634,"First Year of Biennium",0.179103,"No Change",0.1,0.111765,6.01715,"Cigarette and Tobacco Taxes",2.81853,2.59994
"ID",2004,2005,0.042,1.4,2.6,11.11,0,116,"Idaho","Republican",0.228571,0.2,18.9779,"Second Year of Biennium",0.177626,"No Change",0,0,-3.48548,"Cigarette and Tobacco Taxes",0,0
"ID",2005,2006,0.046,1.5,2.9,5,0,116,"Idaho","Republican",0.185714,0.2,33.3172,"First Year of Biennium",0.176149,"No Change",-0.0428571,0,14.3394,"Cigarette and Tobacco Taxes",0,0
"ID",2006,2007,0.049,1.5,3.1,9.52,7.14,123,"Idaho","Republican",0.185714,0.2,23.1654,"Second Year of Biennium",0.180423,"No Change",0,0,-10.1519,"Cigarette and Tobacco Taxes",0,0
"ID",2007,2008,0.051,1.5,3.5,6.52,0,177,"Idaho","Republican",0.271429,0.2,31.6518,"First Year of Biennium",0.184696,"No Change",0.0857143,0,8.48643,"Cigarette and Tobacco Taxes",0,0
"ID",2008,2009,0.048,1.6,3.7,4.08,0,58,"Idaho","Republican",0.271429,0.2,36.2552,"Second Year of Biennium",0.192866,"No Change",0,0,4.60345,"Cigarette and Tobacco Taxes",0,0
"ID",2009,2010,0.05,1.6,3.2,-5.88,6.67,1,"Idaho","Republican",0.257143,0.2,27.6924,"First Year of Biennium",0.201037,"No Change",-0.0142857,0,-8.56285,"Cigarette and Tobacco Taxes",0,0
"ID",2010,2011,0.053,1.6,3,4.17,0,69,"Idaho","Republican",0.257143,0.2,19.7222,"Second Year of Biennium",0.206745,"No Change",0,0,-7.97017,"Cigarette and Tobacco Taxes",0,0
"ID",2011,2012,0.056,1.6,3.3,6.68,-1,69,"Idaho","Republican",0.185714,0.2,24.2631,"First Year of Biennium",NA,"No Change",-0.0714286,0,4.54084,"Cigarette and Tobacco Taxes",0,0
"IL",1987,1988,0.21,11,10,5.26,0,200,"Illinois","Republican",0.567797,0.525424,53.4276,"First Year of Biennium",0.489907,NA,NA,NA,NA,"Cigarette and Tobacco Taxes",0,0
"IL",1988,1989,0.22,11,11,5,0,251,"Illinois","Republican",0.567797,0.525424,58.4194,"Second Year of Biennium",0.483795,"No Change",0,0,4.99176,"Cigarette and Tobacco Taxes",0,0
"IL",1989,1990,0.24,11,12,4.76,0,395,"Illinois","Republican",0.567797,0.525424,53.5443,"First Year of Biennium",0.477683,"No Change",0,0,-4.87508,"Cigarette and Tobacco Taxes",3.35307,1.76329
"IL",1990,1991,0.24,12,13,9.09,0,100,"Illinois","Republican",0.567797,0.525424,51.4738,"Second Year of Biennium",0.483276,"No Change",0,0,-2.07055,"Cigarette and Tobacco Taxes",1.37562,0
"IL",1991,1992,0.26,12,13,0,9.09,110,"Illinois","Republican",0.61017,0.525424,50.7136,"First Year of Biennium",0.48887,"No Change",0.0423729,0,-0.76019,"Cigarette and Tobacco Taxes",0,0
"IL",1992,1993,0.27,12,13,8.33,0,200,"Illinois","Republican",0.61017,0.525424,57.4349,"Second Year of Biennium",0.485384,"No Change",0,0,6.72131,"Cigarette and Tobacco Taxes",0.171952,0
"IL",1993,1994,0.29,12,14,3.85,0,200,"Illinois","Republican",0.567797,0.457627,51.6355,"First Year of Biennium",0.481899,"No Change",-0.0423729,-0.0677966,-5.79939,"Cigarette and Tobacco Taxes",0,1.8071
"IL",1994,1995,0.3,12,16,7.41,0,200,"Illinois","Republican",0.567797,0.457627,47.1179,"Second Year of Biennium",0.460801,"No Change",0,0,-4.51758,"Cigarette and Tobacco Taxes",0,0
"IL",1995,1996,0.32,12,17,3.45,0,300,"Illinois","Republican",0.457627,0.440678,47.6936,"First Year of Biennium",0.439703,"No Change",-0.110169,-0.0169491,0.57568,"Cigarette and Tobacco Taxes",0,0
"IL",1996,1997,0.34,12,18,6.67,0,475,"Illinois","Republican",0.457627,0.440678,52.8507,"Second Year of Biennium",0.442906,"No Change",0,0,5.15714,"Cigarette and Tobacco Taxes",0,0
"IL",1997,1998,0.37,12,19,6.25,0,775,"Illinois","Republican",0.508475,0.474576,59.9339,"First Year of Biennium",0.44611,"No Change",0.0508475,0.0338983,7.08319,"Cigarette and Tobacco Taxes",0,0
"IL",1998,1999,0.38,12,20,8.82,0,1100,"Illinois","Republican",0.508475,0.474576,54.3597,"Second Year of Biennium",0.452603,"No Change",0,0,-5.57418,"Cigarette and Tobacco Taxes",0,0
"IL",1999,2000,0.41,12,21,2.7,0,1350,"Illinois","Republican",0.525424,0.457627,58.1471,"First Year of Biennium",0.459096,"No Change",0.0169491,-0.0169492,3.7873,"Cigarette and Tobacco Taxes",0,0
"IL",2000,2001,0.42,12,23,7.89,0,1200,"Illinois","Republican",0.525424,0.457627,54.3893,"Second Year of Biennium",0.455155,"No Change",0,0,-3.75774,"Cigarette and Tobacco Taxes",0,0
"IL",2001,2002,0.42,13,23,2.44,0,650,"Illinois","Republican",0.525424,0.457627,58.6502,"First Year of Biennium",0.451214,"No Change",0,0,4.26085,"Cigarette and Tobacco Taxes",0,0
"IL",2002,2003,0.44,13,22,0,8.33,275,"Illinois","Republican",0.525424,0.457627,55.3886,"Second Year of Biennium",0.467095,"No Change",0,0,-3.26155,"Cigarette and Tobacco Taxes",0,2.50903
"IL",2003,2004,0.46,13,22,4.76,0,346,"Illinois","Democrat",0.559322,0.551724,57.445,"First Year of Biennium",0.482975,"Change",0.0338983,0.094097,2.05635,"Cigarette and Tobacco Taxes",0,0
"IL",2004,2005,0.47,13,24,4.55,0,182,"Illinois","Democrat",0.559322,0.551724,60.5017,"Second Year of Biennium",0.517308,"No Change",0,0,3.05676,"Cigarette and Tobacco Taxes",0,0
"IL",2005,2006,0.5,13,26,2.17,0,507,"Illinois","Democrat",0.550848,0.534483,61.7026,"First Year of Biennium",0.551642,"No Change",-0.00847454,-0.0172414,1.2009,"Cigarette and Tobacco Taxes",1.37562,0
"IL",2006,2007,0.53,13,28,6.38,0,691,"Illinois","Democrat",0.550848,0.534483,59.0658,"Second Year of Biennium",0.574446,"No Change",0,0,-2.63683,"Cigarette and Tobacco Taxes",0,0
"IL",2007,2008,0.55,13,30,6,0,716,"Illinois","Democrat",0.559322,0.627119,69.5147,"First Year of Biennium",0.597251,"No Change",0.00847454,0.0926358,10.4489,"Cigarette and Tobacco Taxes",0,0
"IL",2008,2009,0.53,13,32,3.77,0,141,"Illinois","Democrat",0.567797,0.627119,67.279,"Second Year of Biennium",0.617613,"No Change",0.00847456,0,-2.2357,"Cigarette and Tobacco Taxes",0,0
"IL",2009,2010,0.54,13,29,-3.64,0,280,"Illinois","Democrat",0.59322,0.627119,63.701,"First Year of Biennium",0.637975,"No Change",0.0254238,0,-3.578,"Cigarette and Tobacco Taxes",2.85204,0
"IL",2010,2011,0.57,13,28,1.89,0,971,"Illinois","Democrat",0.59322,0.627119,56.4847,"Second Year of Biennium",0.654856,"No Change",0,0,-7.21632,"Cigarette and Tobacco Taxes",0,0
"IL",2011,2012,0.59,13,31,5.16,-1.11,469,"Illinois","Democrat",0.542373,0.59322,61.0688,"First Year of Biennium",NA,"No Change",-0.0508475,-0.0338982,4.58416,"Cigarette and Tobacco Taxes",0,0
"IN",1987,1988,0.085,5.5,4.8,5.33,0,154,"Indiana","Republican",0.48,0.4,47.4296,"First Year of Biennium",0.31131,NA,NA,NA,NA,"Cigarette and Tobacco Taxes",0,1.58121
"IN",1988,1989,0.092,5.5,5.3,7.59,0,208,"Indiana","Republican",0.48,0.4,52.3413,"Second Year of Biennium",0.32895,"No Change",0,0,4.91176,"Cigarette and Tobacco Taxes",0,0
"IN",1989,1990,0.097,5.6,5.9,8.24,0,372,"Indiana","Democrat",0.5,0.48,47.2707,"First Year of Biennium",0.34659,"Change",0.02,0.08,-5.07068,"Cigarette and Tobacco Taxes",0,0
"IN",1990,1991,0.1,5.6,6.1,5.43,1.82,74,"Indiana","Democrat",0.49,0.48,43.9182,"Second Year of Biennium",0.370123,"No Change",-0.01,0,-3.35243,"Cigarette and Tobacco Taxes",0,0
"IN",1991,1992,0.11,5.7,6.2,3.09,0,52,"Indiana","Democrat",0.52,0.48,46.1481,"First Year of Biennium",0.393655,"No Change",0.03,0,2.22988,"Cigarette and Tobacco Taxes",0,0
"IN",1992,1993,0.11,5.7,7,10,1.79,0,"Indiana","Democrat",0.52,0.48,49.8863,"Second Year of Biennium",0.414268,"No Change",0,0,3.73815,"Cigarette and Tobacco Taxes",0,0
"IN",1993,1994,0.12,5.8,6.9,0,0,0,"Indiana","Democrat",0.55,0.44,46.3618,"First Year of Biennium",0.43488,"No Change",0.03,-0.04,-3.52449,"Cigarette and Tobacco Taxes",0,0
"IN",1994,1995,0.13,5.9,7.5,9.09,1.75,182,"Indiana","Democrat",0.55,0.44,35.4869,"Second Year of Biennium",0.450143,"No Change",0,0,-10.8749,"Cigarette and Tobacco Taxes",0,0
"IN",1995,1996,0.13,5.9,8,8.33,1.72,1030,"Indiana","Democrat",0.43,0.38,34.9606,"First Year of Biennium",0.465405,"No Change",-0.12,-0.06,-0.52633,"Cigarette and Tobacco Taxes",0,0
"IN",1996,1997,0.14,6,8.4,0,0,958,"Indiana","Democrat",0.43,0.38,38.2028,"Second Year of Biennium",0.479145,"No Change",0,0,3.24218,"Cigarette and Tobacco Taxes",0,0
"IN",1997,1998,0.15,6,9.1,7.69,1.69,1005,"Indiana","Democrat",0.5,0.38,40.2987,"First Year of Biennium",0.492885,"No Change",0.07,0,2.09589,"Cigarette and Tobacco Taxes",0,0
"IN",1998,1999,0.16,6,9.1,7.14,0,1366,"Indiana","Democrat",0.5,0.38,41.9576,"Second Year of Biennium",0.490943,"No Change",0,0,1.65893,"Cigarette and Tobacco Taxes",0,0
"IN",1999,2000,0.17,6.1,9.7,6.67,0,1076,"Indiana","Democrat",0.53,0.38,48.9631,"First Year of Biennium",0.489,"No Change",0.03,0,7.00547,"Cigarette and Tobacco Taxes",0,0
"IN",2000,2001,0.17,6.1,10,6.25,1.67,392,"Indiana","Democrat",0.53,0.38,38.936,"Second Year of Biennium",0.487347,"No Change",0,0,-10.0271,"Cigarette and Tobacco Taxes",0,0
"IN",2001,2002,0.18,6.2,10,0,0,16,"Indiana","Democrat",0.53,0.36,46.1267,"First Year of Biennium",0.485695,"No Change",0,-0.02,7.19067,"Cigarette and Tobacco Taxes",0,0
"IN",2002,2003,0.18,6.2,10,5.88,1.64,0,"Indiana","Democrat",0.530612,0.36,42.8212,"Second Year of Biennium",0.483463,"No Change",0.000612245,0,-3.3055,"Cigarette and Tobacco Taxes",0,6.20985
"IN",2003,2004,0.19,6.2,11,0,0,2,"Indiana","Democrat",0.51,0.36,46.099,"First Year of Biennium",0.48123,"No Change",-0.0206122,0,3.27782,"Cigarette and Tobacco Taxes",0,0
"IN",2004,2005,0.2,6.3,12,5.56,0,132,"Indiana","Democrat",0.51,0.36,45.9883,"Second Year of Biennium",0.466378,"No Change",0,0,-0.11069,"Cigarette and Tobacco Taxes",0,0
"IN",2005,2006,0.21,6.3,13,5.26,1.61,135,"Indiana","Republican",0.48,0.34,49.6613,"First Year of Biennium",0.451525,"Change",-0.03,-0.02,3.67302,"Cigarette and Tobacco Taxes",0,0
"IN",2006,2007,0.21,6.4,14,5,0,128,"Indiana","Republican",0.48,0.34,52.7064,"Second Year of Biennium",0.449195,"No Change",0,0,3.04506,"Cigarette and Tobacco Taxes",0,0
"IN",2007,2008,0.22,6.4,14,0,1.59,938,"Indiana","Republican",0.51,0.34,53.2075,"First Year of Biennium",0.446865,"No Change",0.03,0,0.50111,"Cigarette and Tobacco Taxes",0,0.72284
"IN",2008,2009,0.22,6.5,15,4.76,0,905,"Indiana","Republican",0.51,0.34,50.4316,"Second Year of Biennium",0.442738,"No Change",0,0,-2.77586,"Cigarette and Tobacco Taxes",0,0
"IN",2009,2010,0.22,6.5,15,0,1.56,319,"Indiana","Republican",0.52,0.34,48.2239,"First Year of Biennium",0.43861,"No Change",0.01,0,-2.20774,"Cigarette and Tobacco Taxes",0,0
"IN",2010,2011,0.24,6.5,14,0,0,1124,"Indiana","Republican",0.52,0.34,40.4287,"Second Year of Biennium",0.416193,"No Change",0,0,-7.79519,"Cigarette and Tobacco Taxes",0,0
"IN",2011,2012,0.25,6.5,15,7.72,0.25,1124,"Indiana","Republican",0.4,0.26,39.5053,"First Year of Biennium",NA,"No Change",-0.12,-0.08,-0.92343,"Cigarette and Tobacco Taxes",0,0
"IA",1987,1988,0.043,2.8,2.7,5.13,0,0,"Iowa","Republican",0.58,0.6,54.3258,"First Year of Biennium",0.45014,NA,NA,NA,NA,"Cigarette and Tobacco Taxes",0,0
"IA",1988,1989,0.046,2.8,2.8,2.44,0,47,"Iowa","Republican",0.58,0.6,61.0333,"Second Year of Biennium",0.472583,"No Change",0,0,6.7075,"Cigarette and Tobacco Taxes",2.39505,1.64282
"IA",1989,1990,0.048,2.8,3.2,9.52,0,71,"Iowa","Republican",0.61,0.6,49.6454,"First Year of Biennium",0.495025,"No Change",0.03,0,-11.3879,"Cigarette and Tobacco Taxes",0,-0.503113
"IA",1990,1991,0.05,2.8,3.3,4.35,0,18,"Iowa","Republican",0.61,0.6,49.977,"Second Year of Biennium",0.513223,"No Change",0,0,0.33151,"Cigarette and Tobacco Taxes",0,0
"IA",1991,1992,0.053,2.8,3.4,4.17,0,8,"Iowa","Republican",0.55,0.56,50.0216,"First Year of Biennium",0.53142,"No Change",-0.06,-0.04,0.04463,"Cigarette and Tobacco Taxes",1.70941,0.879391
"IA",1992,1993,0.053,2.8,3.6,6,0,90,"Iowa","Republican",0.55,0.58,53.0423,"Second Year of Biennium",0.526223,"No Change",0,0.02,3.02073,"Cigarette and Tobacco Taxes",1.36607,0
"IA",1993,1994,0.058,2.9,3.9,0,0,2,"Iowa","Republican",0.49,0.54,46.2712,"First Year of Biennium",0.521025,"No Change",-0.06,-0.04,-6.77112,"Cigarette and Tobacco Taxes",0,0
"IA",1994,1995,0.06,2.9,4.1,9.43,3.57,178,"Iowa","Republican",0.49,0.54,42.3716,"Second Year of Biennium",0.512875,"No Change",0,0,-3.89961,"Cigarette and Tobacco Taxes",0,0
"IA",1995,1996,0.066,2.9,4.4,3.45,0,188,"Iowa","Republican",0.36,0.54,42.8802,"First Year of Biennium",0.504725,"No Change",-0.13,0,0.50856,"Cigarette and Tobacco Taxes",0,0
"IA",1996,1997,0.069,2.9,4.4,10,0,346,"Iowa","Republican",0.36,0.54,41.2582,"Second Year of Biennium",0.483278,"No Change",0,0,-1.62199,"Cigarette and Tobacco Taxes",0,0
"IA",1997,1998,0.072,2.9,4.7,4.55,0,367,"Iowa","Republican",0.46,0.42,40.772,"First Year of Biennium",0.46183,"No Change",0.1,-0.12,-0.48616,"Cigarette and Tobacco Taxes",0,0
"IA",1998,1999,0.075,2.9,4.8,4.35,0,331,"Iowa","Republican",0.46,0.44,42.5822,"Second Year of Biennium",0.453802,"No Change",0,0.02,1.81016,"Cigarette and Tobacco Taxes",0,0
"IA",1999,2000,0.08,2.9,4.9,4.17,0,114,"Iowa","Democrat",0.44,0.4,48.3389,"First Year of Biennium",0.445775,"Change",-0.02,-0.04,5.75676,"Cigarette and Tobacco Taxes",0,0
"IA",2000,2001,0.082,2.9,5.2,6.67,0,8,"Iowa","Democrat",0.44,0.4,38.673,"Second Year of Biennium",0.442493,"No Change",0,0,-9.66592,"Cigarette and Tobacco Taxes",0,0
"IA",2001,2002,0.085,2.9,5.2,2.5,0,3,"Iowa","Democrat",0.44,0.4,51.1815,"First Year of Biennium",0.43921,"No Change",0,0,12.5085,"Cigarette and Tobacco Taxes",0,0
"IA",2002,2003,0.086,2.9,5,3.66,0,1,"Iowa","Democrat",0.44,0.4,41.531,"Second Year of Biennium",0.439245,"No Change",0,0,-9.65054,"Cigarette and Tobacco Taxes",0,0
"IA",2003,2004,0.093,3,4.9,1.18,0,20,"Iowa","Democrat",0.46,0.42,47.8546,"First Year of Biennium",0.43928,"No Change",0.02,0.02,6.32363,"Cigarette and Tobacco Taxes",0,0
"IA",2004,2005,0.095,3,5.2,8.14,3.45,61,"Iowa","Democrat",0.47,0.42,51.1718,"Second Year of Biennium",0.444518,"No Change",0.01,0,3.31723,"Cigarette and Tobacco Taxes",4.72869,0
"IA",2005,2006,0.1,3,5.8,2.15,0,203,"Iowa","Democrat",0.49,0.5,50.2587,"First Year of Biennium",0.449755,"No Change",0.02,0.08,-0.91317,"Cigarette and Tobacco Taxes",5.01034,0
"IA",2006,2007,0.11,3,6.1,5.26,0,260,"Iowa","Democrat",0.49,0.5,52.4761,"Second Year of Biennium",0.484418,"No Change",0,0,2.21745,"Cigarette and Tobacco Taxes",4.76393,0
"IA",2007,2008,0.12,3,6.5,10,0,55,"Iowa","Democrat",0.54,0.6,55.4658,"First Year of Biennium",0.51908,"No Change",0.05,0.1,2.98972,"Cigarette and Tobacco Taxes",4.81467,4.59989
"IA",2008,2009,0.11,3,6.9,9.09,0,30,"Iowa","Democrat",0.53,0.6,56.9516,"Second Year of Biennium",0.541072,"No Change",-0.01,0,1.4858,"Cigarette and Tobacco Taxes",0,0
"IA",2009,2010,0.12,3.1,7,-8.33,0,102,"Iowa","Democrat",0.56,0.64,53.3074,"First Year of Biennium",0.563065,"No Change",0.03,0.04,-3.64426,"Cigarette and Tobacco Taxes",0,0
"IA",2010,2011,0.13,3.1,6.8,9.09,3.33,482,"Iowa","Democrat",0.56,0.64,48.0927,"Second Year of Biennium",0.563083,"No Change",0,0,-5.21472,"Cigarette and Tobacco Taxes",0,0
"IA",2011,2012,0.14,3.1,7.2,8.92,-1.16,555,"Iowa","Republican",0.4,0.52,42.5024,"First Year of Biennium",NA,"Change",-0.16,-0.12,-5.59028,"Cigarette and Tobacco Taxes",0,0
"KS",1987,1988,0.041,2.5,2.1,5.56,0,146,"Kansas","Republican",0.408,0.4,35.7723,"First Year of Biennium",0.43817,NA,NA,NA,NA,"Cigarette and Tobacco Taxes",0,0
"KS",1988,1989,0.042,2.5,2.4,5.26,4.17,327,"Kansas","Republican",0.408,0.4,44.1582,"Second Year of Biennium",0.424692,"No Change",0,0,8.38596,"Cigarette and Tobacco Taxes",0,0
"KS",1989,1990,0.045,2.5,2.5,5,0,270,"Kansas","Republican",0.464,0.45,33.9049,"First Year of Biennium",0.411215,"No Change",0.056,0.05,-10.2533,"Cigarette and Tobacco Taxes",0,0
"KS",1990,1991,0.046,2.5,2.7,7.14,0,154,"Kansas","Republican",0.464,0.45,37.6085,"Second Year of Biennium",0.41501,"No Change",0,0,3.70354,"Cigarette and Tobacco Taxes",0,0
"KS",1991,1992,0.05,2.5,2.8,2.22,0,125,"Kansas","Democrat",0.504,0.45,33.4064,"First Year of Biennium",0.418805,"Change",0.04,0,-4.20203,"Cigarette and Tobacco Taxes",0,0
"KS",1992,1993,0.052,2.6,2.8,8.7,0,373,"Kansas","Democrat",0.504,0.45,44.9916,"Second Year of Biennium",0.417837,"No Change",0,0,11.5852,"Cigarette and Tobacco Taxes",0,0
"KS",1993,1994,0.055,2.6,3.3,4,4,329,"Kansas","Democrat",0.472,0.325,37.5294,"First Year of Biennium",0.41687,"No Change",-0.032,-0.125,-7.46223,"Cigarette and Tobacco Taxes",0,0
"KS",1994,1995,0.057,2.6,3.7,5.77,0,359,"Kansas","Democrat",0.472,0.325,31.9903,"Second Year of Biennium",0.397058,"No Change",0,0,-5.53912,"Cigarette and Tobacco Taxes",0,0
"KS",1995,1996,0.061,2.6,3.8,3.64,0,262,"Kansas","Republican",0.36,0.325,34.2764,"First Year of Biennium",0.377245,"Change",-0.112,0,2.28611,"Cigarette and Tobacco Taxes",0,0
"KS",1996,1997,0.065,2.6,4,7.02,0,417,"Kansas","Republican",0.352,0.325,36.5213,"Second Year of Biennium",0.371723,"No Change",-0.008,0,2.24495,"Cigarette and Tobacco Taxes",0,0
"KS",1997,1998,0.069,2.7,4.2,6.56,0,595,"Kansas","Republican",0.384,0.325,36.556,"First Year of Biennium",0.3662,"No Change",0.032,0,0.03468,"Cigarette and Tobacco Taxes",0,0
"KS",1998,1999,0.072,2.7,4.7,6.15,3.85,612,"Kansas","Republican",0.384,0.325,32.6076,"Second Year of Biennium",0.354948,"No Change",0,0,-3.94844,"Cigarette and Tobacco Taxes",0,0
"KS",1999,2000,0.077,2.7,4.6,4.35,0,318,"Kansas","Republican",0.384,0.325,36.0478,"First Year of Biennium",0.343695,"No Change",0,0,3.44028,"Cigarette and Tobacco Taxes",0,0
"KS",2000,2001,0.08,2.7,4.8,6.94,0,430,"Kansas","Republican",0.384,0.325,19.3538,"Second Year of Biennium",0.31537,"No Change",0,0,-16.6941,"Cigarette and Tobacco Taxes",0,0
"KS",2001,2002,0.081,2.7,5,3.9,0,174,"Kansas","Republican",0.368,0.25,31.2262,"First Year of Biennium",0.287045,"No Change",-0.016,-0.075,11.8724,"Cigarette and Tobacco Taxes",0,0
"KS",2002,2003,0.084,2.7,4.8,1.25,0,0,"Kansas","Republican",0.368,0.25,30.6748,"Second Year of Biennium",0.28254,"No Change",0,0,-0.55137,"Cigarette and Tobacco Taxes",0,3.92907
"KS",2003,2004,0.087,2.7,5,3.7,0,240,"Kansas","Democrat",0.36,0.25,35.788,"First Year of Biennium",0.278035,"Change",-0.008,0,5.11314,"Cigarette and Tobacco Taxes",0,0
